RpdID,PlanStringID,Subject,DepartmentID,PlanID,SpecialtyCipher
922,2005826,Программная инженерия,8,5074,27.03.05
925,2005830,Управление инновационными проектами,8,5074,27.03.05
924,2005831,Информационные технологии в менеджменте,8,5074,27.03.05
916,2005835,Теория менеджмента,8,5074,27.03.05
918,2005841,Правовые основы инновационной деятельности,8,5074,27.03.05
917,2005842,Организационное поведение,8,5074,27.03.05
921,2005843,Методы эконометрического анализа производственной деятельности,8,5074,27.03.05
920,2005844,Имитационное моделирование экономических процессов,8,5074,27.03.05
923,2005848,Алгоритмы решения нестандартных задач,8,5074,27.03.05
926,2005852,Документационное обеспечение управления,8,5074,27.03.05
928,2005859,Информационный бизнес,8,5074,27.03.05
929,2005862,Информатизация маркетинговой деятельности,8,5074,27.03.05
930,2005864,Терминология бизнеса (на английском языке),8,5074,27.03.05
5360,2005836,Общая теория статистики,19,5074,27.03.05
1388,2005836,Общая теория статистики,19,5074,27.03.05
841,2005854,Психология бизнеса,19,5074,27.03.05
1723,2005820,Основы электротехники и электроники,29,5074,27.03.05
1722,2005820,Основы электротехники и электроники,29,5074,27.03.05
5476,1979857,Философия,43,4614,01.03.02
866,1979864,Экономика,19,4614,01.03.02
398,1979866,Организация ЭВМ и систем,14,4614,01.03.02
4811,1979869,Социология,42,4614,01.03.02
479,1979871,Теория автоматов и формальных языков,14,4614,01.03.02
409,1979871,Теория автоматов и формальных языков,14,4614,01.03.02
390,1979876,Алгоритмы и структуры данных,14,4614,01.03.02
403,1979878,Построение и анализ алгоритмов,14,4614,01.03.02
397,1979879,Объектно-ориентированное программирование,14,4614,01.03.02
413,1979880,Web-технологии,14,4614,01.03.02
473,1979881,Методы оптимизации,14,4614,01.03.02
401,1979882,Основы технологий хранения данных,14,4614,01.03.02
1218,1979885,Криптография и защита информации,58,4614,01.03.02
402,1979893,Параллельные алгоритмы,14,4614,01.03.02
476,1979894,Программирование на Ассемблере,14,4614,01.03.02
404,1979894,Программирование на Ассемблере,14,4614,01.03.02
407,1979896,Цифровая обработка сигналов,14,4614,01.03.02
412,1979897,Введение в нереляционные системы управления базами данных,14,4614,01.03.02
392,1979899,Интеллектуальные системы,14,4614,01.03.02
477,1979900,Цифровая обработка изображений,14,4614,01.03.02
480,1979906,Тестирование программного обеспечения,14,4614,01.03.02
410,1979906,Тестирование программного обеспечения,14,4614,01.03.02
394,1979907,Логическое программирование,14,4614,01.03.02
400,1979913,Основы промышленной разработки программного обеспечения,14,4614,01.03.02
405,1979915,Сети и телекоммуникации,14,4614,01.03.02
396,1979916,Машинное обучение,14,4614,01.03.02
395,1979916,Машинное обучение,14,4614,01.03.02
411,1979917,Управление разработкой и экономика программных проектов,14,4614,01.03.02
399,1979918,Основы подготовки научных публикаций,14,4614,01.03.02
474,1979918,Основы подготовки научных публикаций,14,4614,01.03.02
408,1979926,Теория игр и исследование операций,14,4614,01.03.02
478,1979926,Теория игр и исследование операций,14,4614,01.03.02
391,1979927,Базы знаний и экспертные системы,14,4614,01.03.02
406,1979928,Статистические методы обработки экспериментальных данных,14,4614,01.03.02
867,1980211,Экономика,19,4619,09.03.04
442,1980214,Операционные системы,14,4619,09.03.04
469,1980215,Базы данных,14,4619,09.03.04
4830,1980216,Социология,42,4619,09.03.04
450,1980217,"Спецификация, проектирование и архитектура программных систем",14,4619,09.03.04
451,1980219,Теория автоматов и формальных языков,14,4619,09.03.04
429,1980227,Объектно-ориентированное программирование,14,4619,09.03.04
470,1980229,Методы оптимизации,14,4619,09.03.04
432,1980230,Основы технологий хранения данных,14,4619,09.03.04
438,1980231,Компьютерная графика,14,4619,09.03.04
447,1980243,Программирование на Ассемблере,14,4619,09.03.04
436,1980245,Функциональное программирование,14,4619,09.03.04
433,1980246,Цифровая обработка сигналов,14,4619,09.03.04
437,1980248,Интеллектуальные системы,14,4619,09.03.04
426,1980255,Базы знаний и экспертные системы,14,4619,09.03.04
452,1980256,Теория принятия решений,14,4619,09.03.04
428,1980259,Качество и метрология программного обеспечения,14,4619,09.03.04
431,1980263,Основы промышленной разработки программного обеспечения,14,4619,09.03.04
449,1980265,Сети и телекоммуникации,14,4619,09.03.04
441,1980266,Машинное обучение,14,4619,09.03.04
430,1980269,Основы подготовки научных публикаций,14,4619,09.03.04
461,1980269,Основы подготовки научных публикаций,14,4619,09.03.04
460,1980270,Введение в нереляционные системы управления базами данных,14,4619,09.03.04
427,1980270,Введение в нереляционные системы управления базами данных,14,4619,09.03.04
440,1980271,Логическое программирование,14,4619,09.03.04
448,1980272,Разработка приложений для мобильных платформ,14,4619,09.03.04
439,1980273,Конструирование программного обеспечения,14,4619,09.03.04
464,1980274,Проектирование человеко-машинного интерфейса,14,4619,09.03.04
446,1980274,Проектирование человеко-машинного интерфейса,14,4619,09.03.04
4892,1982705,Социальные коммуникации в профессиональной среде,42,4673,01.04.02
471,1982710,Разработка языковых процессоров,14,4673,01.04.02
424,1982710,Разработка языковых процессоров,14,4673,01.04.02
423,1982711,Представление знаний и системы искусственного интеллекта,14,4673,01.04.02
420,1982715,Гидроакустические приборы и антенны,63,4673,01.04.02
417,1982718,Алгоритмы пространственно-временной обработки гидроакустических сигналов,63,4673,01.04.02
415,1982721,"Алгоритмы обнаружения, сопровождения и классификации гидроакустических целей",63,4673,01.04.02
418,1982724,Алгоритмы вычислительной геометрии,14,4673,01.04.02
416,1982725,Архитектура программного обеспечения гидроакустических систем,63,4673,01.04.02
2109,1982731,Многопоточное и распределенное программирование,14,4673,01.04.02
774,1982733,Алгоритмы компьютерного зрения,14,4673,01.04.02
419,1982734,Численные методы решения прикладных задач,14,4673,01.04.02
593,1982997,Иностранный язык,9,4683,09.04.04
597,1982999,"Анализ, моделирование и оптимизация систем",14,4683,09.04.04
4901,1983001,Социальные коммуникации в профессиональной среде,42,4683,09.04.04
343,1983017,Программное обеспечение вторичной обработки информации гидроакустических систем,63,4683,09.04.04
342,1983017,Программное обеспечение вторичной обработки информации гидроакустических систем,63,4683,09.04.04
389,1983022,Учебная практика (технологическая (проектно-технологическая) практика),14,4683,09.04.04
388,1983025,Выполнение и защита выпускной квалификационной работы,14,4683,09.04.04
1843,1983030,Многопоточное и распределенное программирование,14,4683,09.04.04
382,1983030,Многопоточное и распределенное программирование,14,4683,09.04.04
377,1983031,Представление знаний и системы искусственного интеллекта,14,4683,09.04.04
203,1997688,Педагогическая практика,26,4963,42.04.01
4883,2005833,Социология,42,5074,27.03.05
601,2005809,Микроэкономика,44,5074,27.03.05
600,2005811,Макроэкономика,44,5074,27.03.05
60,2002801,Микропроцессорные устройства систем управления,25,5034,15.03.06
627,2005628,Информатика,15,5072,27.03.02
645,2005635,Теория управления,15,5072,27.03.02
646,2005641,Всеобщий менеджмент качества,15,5072,27.03.02
647,2005642,Основы менеджмента качества,15,5072,27.03.02
650,2005644,Информационные технологии в управлении качеством,15,5072,27.03.02
651,2005645,Методы и инструменты управления качеством,15,5072,27.03.02
652,2005646,Проектирование систем менеджмента качества,15,5072,27.03.02
629,2005655,Управление инфраструктурой организации,15,5072,27.03.02
630,2005656,Коммерческое право,15,5072,27.03.02
631,2005657,Надежность и испытание технических систем,15,5072,27.03.02
697,2005658,Методы принятия управленческих решений,15,5072,27.03.02
632,2005661,Управление малым коллективом,15,5072,27.03.02
633,2005662,Проектирование и эксплуатация технических систем,15,5072,27.03.02
634,2005663,Профессиональный английский язык,15,5072,27.03.02
635,2005664,Патентоведение,15,5072,27.03.02
636,2005665,Сертификация и аудит систем менеджмента качества,15,5072,27.03.02
637,2005672,Информационные технологии в управлении предприятием,15,5072,27.03.02
638,2005673,"Информационные технологии обработки данных, графики и мультимедиа",15,5072,27.03.02
648,2005675,Введение в специальность,15,5072,27.03.02
1508,2005692,Управление рисками в менеджменте качества,15,5072,27.03.02
639,2005693,Отраслевые и специальные системы менеджмента,15,5072,27.03.02
640,2005695,Управление процессами,15,5072,27.03.02
641,2005698,ИПИ-технологии,15,5072,27.03.02
642,2005699,Автоматизированное управление жизненным циклом продукции,15,5072,27.03.02
643,2005701,Интегрированные системы менеджмента,15,5072,27.03.02
644,2005702,Правовое обеспечение менеджмента качества,15,5072,27.03.02
653,2005705,Учебная практика (ознакомительная практика),15,5072,27.03.02
654,2005706,Производственная практика (технологическая (производственно-технологическая) практика),15,5072,27.03.02
655,2005707,Производственная практика (преддипломная практика),15,5072,27.03.02
656,2005708,Подготовка к процедуре  защиты и защита выпускной квалификационной работы,15,5072,27.03.02
851,2005652,Экономика организации,19,5072,27.03.02
4285,2005681,Мировая экономика,19,5072,27.03.02
4876,2005629,Социология,42,5072,27.03.02
2372,2009139,Процессы электронных и ионных технологий,32,5164,11.04.04
15510,2009767,Основы конструирования и технологии радиоэлектронных средств,16,5179,11.03.01
7867,1983482,Проектный менеджмент,8,4691,12.03.04
1711,1983479,Теоретические основы электротехники,29,4691,12.03.04
4860,1983485,Социология,42,4691,12.03.04
1635,1991569,Управление личными финансами,19,4855,28.03.01
839,1991569,Управление личными финансами,19,4855,28.03.01
5707,2009154,Выполнение и защита выпускной квалификационной работы,32,5164,11.04.04
4625,2010505,Основы проектирования мощных электронных средств,22,5190,11.03.03
4627,2010506,Основы проектирования приемных устройств,22,5190,11.03.03
4626,2010507,Основы теории надежности и контроля качества электронных средств,22,5190,11.03.03
7379,2010689,Проектный менеджмент,8,5193,11.04.01
6480,2010691,Основы научных исследований,43,5193,11.04.01
5169,2010844,Моделирование микроволновых устройств,22,5197,11.04.02
5170,2010845,Системы связи с подвижными объектами,22,5197,11.04.02
3101,2010890,Иностранный язык (Foreign Language),9,5198,11.04.03
7382,2010923,Проектный менеджмент,8,5200,11.04.03
4562,2010927,Сети инфокоммуникаций,22,5200,11.04.03
4560,2010932,Фильтры и согласующие цепи сверхвысоких частот,22,5200,11.04.03
4565,2010942,Учебная практика (научно-исследовательская работа (получение первичных навыков научно-исследовательской работы)),22,5200,11.04.03
4566,2010943,Производственная практика (научно-исследовательская работа),22,5200,11.04.03
4567,2010944,Производственная практика (преддипломная практика),22,5200,11.04.03
4569,2010946,Актуальные проблемы радиоэлектроники,22,5200,11.04.03
1729,2010964,Теоретические основы электротехники,29,5201,11.05.01
3889,2011031,Информационные технологии,22,5202,11.05.01
1730,2011032,Теоретические основы электротехники,29,5202,11.05.01
3891,2011043,Генерирование колебаний и формирование радиосигналов,22,5202,11.05.01
3892,2011044,Прием и обработка радиосигналов,22,5202,11.05.01
3879,2011050,Телекоммуникационные сети и системы,22,5202,11.05.01
3880,2011051,Основы беспроводной связи,22,5202,11.05.01
3885,2011056,Цифровые методы формирования радиосигналов,22,5202,11.05.01
3886,2011057,Устройства СВЧ радиоэлектронных средств,22,5202,11.05.01
3888,2011063,Информатика,22,5202,11.05.01
3877,2011067,Электропреобразовательные устройства радиоэлектронных средств,22,5202,11.05.01
6789,2011073,Основы компьютерного проектирования радиоэлектронных средств,22,5202,11.05.01
3878,2011073,Основы компьютерного проектирования радиоэлектронных средств,22,5202,11.05.01
4570,2010947,Научный семинар,22,5200,11.04.03
6574,2011357,Философия,43,5206,11.03.01
4655,2011362,Теоретические основы электротехники,29,5206,11.03.01
1673,2011362,Теоретические основы электротехники,29,5206,11.03.01
874,2011374,Экономика,19,5206,11.03.01
1526,2011503,Теоретические основы электротехники,29,5208,09.03.01
6302,2011508,Этика и культура профессиональных отношений,43,5208,09.03.01
855,2011553,Экономика,19,5208,09.03.01
10913,2011569,Экология,7,5209,09.03.01
1525,2011586,Теоретические основы электротехники,29,5209,09.03.01
6303,2011598,Этика и культура профессиональных отношений,43,5209,09.03.01
6547,2011710,Философия,43,5211,09.03.01
10922,2011714,Экология,7,5211,09.03.01
4816,2011715,Социология,42,5211,09.03.01
5172,2011722,Безопасность жизнедеятельности,39,5211,09.03.01
7559,2011727,Маркетинг,8,5211,09.03.01
2478,2005275,Теоретические основы электротехники,29,5064,27.03.04
1633,1990642,Управление личными финансами,19,4836,11.03.04
1208,2012708,Построение и анализ алгоритмов,14,5224,01.03.02
1275,2012765,Компьютерная графика,14,5224,01.03.02
4953,2005261,Конфликтология,42,5064,27.03.04
10910,2012968,Экология,7,5228,09.03.01
4821,2012972,Социология,42,5228,09.03.01
4966,2005267,Социология,42,5064,27.03.04
7562,2012713,Маркетинг,8,5224,01.03.02
10917,2013116,Экология,7,5230,09.03.01
3301,2013119,Метрология,10,5230,09.03.01
3302,2013119,Метрология,10,5230,09.03.01
4818,2013120,Социология,42,5230,09.03.01
1519,2013160,Теоретические основы электротехники,29,5230,09.03.01
1530,2013160,Теоретические основы электротехники,29,5230,09.03.01
10953,2013430,Экология,7,5234,09.03.02
1521,2013469,Теоретические основы электротехники,29,5234,09.03.02
1518,2013469,Теоретические основы электротехники,29,5234,09.03.02
1178,2013476,Методы искусственного интеллекта,1,5234,09.03.02
970,2013507,Моделирование систем,2,5235,09.03.02
971,2013508,Качество информационных систем и технологий,2,5235,09.03.02
7400,2013938,Комбинаторика и теория графов,5,5240,09.03.04
1486,2014053,Моделирование и анализ инженерных данных,24,5242,09.04.01
1494,2014081,Информационные технологии в проектировании и производстве,24,5243,09.04.01
1490,2014096,Методы и средства научной коммуникации,24,5243,09.04.01
1328,2014303,Специальные главы математики,2,5248,09.04.02
1324,2014324,Основы эргономического обеспечения,2,5248,09.04.02
1332,2014327,UX/UI-проектирование ИС,2,5248,09.04.02
1279,2014487,Учебная практика (технологическая (проектно-технологическая) практика),14,5251,09.04.04
7298,2014977,Дискретная математика и теоретическая информатика,5,5257,27.03.03
7399,2015005,Комбинаторика и теория графов,5,5257,27.03.03
1543,2015006,Web-технологии,2,5257,27.03.03
6250,2015014,Маркетинг,8,5257,27.03.03
331,2002730,Математический анализ,4,5034,15.03.06
7377,2015455,Проектный менеджмент,8,5265,11.04.01
10924,2015508,Экология,7,5266,09.03.01
1509,2015513,Компьютерная графика,24,5266,09.03.01
1458,2015513,Компьютерная графика,24,5266,09.03.01
1380,2015543,Выполнение и защита выпускной квалификационной работы,24,5266,09.03.01
7560,2015552,Маркетинг,8,5266,09.03.01
1529,2015555,Теоретические основы электротехники,29,5266,09.03.01
1528,2015555,Теоретические основы электротехники,29,5266,09.03.01
1527,2015555,Теоретические основы электротехники,29,5266,09.03.01
1455,2015559,Базы данных,24,5266,09.03.01
1456,2015561,Схемотехника,24,5266,09.03.01
537,2015578,Программирование,6,5267,09.03.01
563,2015588,Физическая культура и спорт,33,5267,09.03.01
552,2015591,Математическая логика и теория алгоритмов,5,5267,09.03.01
546,2015592,Организация ЭВМ и систем,6,5267,09.03.01
504,2015593,Алгоритмы и структуры данных,6,5267,09.03.01
505,2015596,Объектно-ориентированное программирование,6,5267,09.03.01
3639,2015597,Машинное обучение,6,5267,09.03.01
3640,2015598,Параллельные алгоритмы и системы,6,5267,09.03.01
3641,2015609,Интерфейсы периферийных устройств,6,5267,09.03.01
502,2015616,Информатика,6,5267,09.03.01
549,2015619,Комбинаторика и теория графов,5,5267,09.03.01
550,2015620,Компьютерная математика,5,5267,09.03.01
506,2015621,Web-программирование,6,5267,09.03.01
513,2015623,Цифровая обработка сигналов,6,5267,09.03.01
1522,2015624,Теоретические основы электротехники,29,5267,09.03.01
503,2015625,Теория автоматов,6,5267,09.03.01
555,2015627,Базы данных,24,5267,09.03.01
507,2015628,Оптимизация и многокритериальный выбор в технических системах,6,5267,09.03.01
554,2015629,Схемотехника,24,5267,09.03.01
1517,2015671,Современные численные методы и средства моделирования,24,5268,09.04.01
1476,2015701,Методы и средства научной коммуникации,24,5269,09.04.01
1475,2015704,Современные численные методы и средства моделирования,24,5269,09.04.01
795,2015745,Алгоритмы компьютерной математики,14,5271,01.04.02
793,2015745,Алгоритмы компьютерной математики,14,5271,01.04.02
772,2015745,Алгоритмы компьютерной математики,14,5271,01.04.02
771,2015745,Алгоритмы компьютерной математики,14,5271,01.04.02
766,2015745,Алгоритмы компьютерной математики,14,5271,01.04.02
797,2015755,Непрерывные математические модели,5,5271,01.04.02
802,2015757,Статистика случайных процессов,5,5271,01.04.02
773,2015758,Обработка естественных языков,5,5271,01.04.02
727,2015799,Коммерциализация результатов научных исследований и разработок,19,5272,01.04.02
702,2015800,Социальные коммуникации в профессиональной среде,42,5272,01.04.02
5885,2016236,Правоведение,40,5278,45.03.02
6517,2016470,Этика профессиональной деятельности,43,5281,45.04.02
557,2015626,Сети ЭВМ,6,5267,09.03.01
7384,2016917,Проектный менеджмент,8,5288,12.03.01
2015,2017607,Телеизмерительные системы,10,5300,12.04.01
485,2005899,Физическая культура и спорт,33,5034,15.03.06
75,2002745,Электротехническое материаловедение,37,5034,15.03.06
18,2002740,Безопасность жизнедеятельности,39,5034,15.03.06
218,2005905,Основы русскоязычной коммуникации в профессиональной сфере,41,5034,15.03.06
2739,2034762,Физика твердого тела,11,5637,04.03.02
5132,2018549,Общая теория статистики,19,5318,27.03.02
2031,2018849,Терминология бизнеса (на английском языке),8,5321,27.03.05
1989,2018856,Основы моделирования бизнес-процессов,8,5321,27.03.05
1982,2018873,Основы информационной безопасности,8,5321,27.03.05
2371,2019600,Теоретические основы электротехники,29,5333,13.03.02
1536,2019600,Теоретические основы электротехники,29,5333,13.03.02
2847,2019605,Безопасность жизнедеятельности,39,5333,13.03.02
1898,2019607,Введение в специальность,23,5333,13.03.02
819,2019650,"Энергоресурсы, сбережение и учет",19,5333,13.03.02
2830,2019656,Электротехническое материаловедение,17,5333,13.03.02
4725,2009266,Технология оптоэлектронных приборов,48,5168,11.04.04
5029,2009275,Производственная практика (преддипломная практика),48,5168,11.04.04
17215,2052330,Технология разработки программного обеспечения (Software Development Technology),1,5929,09.04.01
17216,2052334,Цифровая обработка сигналов (Digital Signal Processing),1,5929,09.04.01
4451,2020691,Моделирование и синтез нелинейных элементов систем (Modeling and Synthesis of Nonlinear Elements of Systems),29,5349,27.04.04
811,2020969,История,40,5355,13.03.02
2656,2021141,Теоретические основы электротехники,29,5357,13.03.02
3106,2021407,Организационное поведение,42,5362,13.04.02
3105,2021407,Организационное поведение,42,5362,13.04.02
2747,2021408,Теория принятия решений,23,5362,13.04.02
2154,2021409,Дополнительные главы математики,23,5362,13.04.02
3109,2021410,Энергоменеджмент,19,5362,13.04.02
3108,2021410,Энергоменеджмент,19,5362,13.04.02
3107,2021410,Энергоменеджмент,19,5362,13.04.02
2750,2021411,Моделирование устройств в процессах разработки,23,5362,13.04.02
2097,2021412,Управление электроприводами,23,5362,13.04.02
2752,2021413,Электромеханотронные преобразователи энергии,23,5362,13.04.02
2149,2021416,Моделирование в электромеханотронике,23,5362,13.04.02
2139,2021417,Интегрированные системы управления процессами производства электротехнической продукции,23,5362,13.04.02
2749,2021419,Электромеханотронные комплексы и системы,23,5362,13.04.02
2755,2021420,Автоматические электроприводные системы машин и технологических комплексов,23,5362,13.04.02
2761,2021423,Энергосбережение в электротехнических комплексах и системах,23,5362,13.04.02
2757,2021424,Организация баз данных в производственных системах,23,5362,13.04.02
2760,2021426,Оптимизация электромеханотронных преобразователей,23,5362,13.04.02
2758,2021427,Адаптация в электротехнических системах,23,5362,13.04.02
2759,2021428,Проектирование и разработка программного обеспечения интегрированных систем управления,23,5362,13.04.02
2765,2021440,Производственная практика (научно-исследовательская работа),23,5362,13.04.02
2766,2021441,Производственная практика (проектная практика),23,5362,13.04.02
2768,2021442,Производственная практика (преддипломная практика),23,5362,13.04.02
1650,2021860,Энергоменеджмент,19,5369,27.04.04
1407,2009392,Коммерциализация результатов научных исследований и разработок,19,5172,28.04.01
845,2009392,Коммерциализация результатов научных исследований и разработок,19,5172,28.04.01
2327,2009440,Прикладные вопросы микросистемной техники,17,5173,28.04.01
5769,2052331,Интеллектуальные системы (Intelligent Systems),14,5929,09.04.01
12296,2052356,Основы предпринимательства (Basics of Business),19,5929,09.04.01
1427,2022980,Экономика,19,5391,12.03.01
4432,2023034,Компьютерные технологии в приборостроении,10,5392,12.03.01
2144,2023295,Силовая электроника,23,5395,13.03.02
1636,2023417,Управление личными финансами,19,5397,11.03.04
840,2023417,Управление личными финансами,19,5397,11.03.04
818,2023476,Управление личными финансами,19,5398,28.03.01
1640,2023536,Управление личными финансами,19,5399,11.03.04
2641,2023631,Физико-химические основы технологии изделий электроники и наноэлектроники,17,5401,11.03.04
2468,2023781,Теоретические основы электротехники,29,5403,11.03.04
1180,2026234,Алгоритмы и структуры данных,1,5459,27.03.04
944,2026237,Системы управления базами данных,1,5459,27.03.04
688,2026482,Основы научных исследований,58,5404,10.05.01
3023,2026718,Интеллектуальные системы управления,25,5362,13.04.02
1139,2026941,Интеллектуальные системы,6,5473,09.04.01
3102,2027121,Русский язык как иностранный (Russian as a Foreign Language),41,5198,11.04.03
1179,2027130,Технологии автоматизации процесса разработки программного обеспечения,14,5470,09.04.04
5615,2052429,Интеллектуальные системы,6,5932,09.04.01
17205,2052457,Беспроводные сети,6,5932,09.04.01
9950,2052485,Анализ потоковых данных,6,5932,09.04.01
12728,2052437,Основы предпринимательства,19,5932,09.04.01
12560,2052437,Основы предпринимательства,19,5932,09.04.01
12295,2052437,Основы предпринимательства,19,5932,09.04.01
11186,2052437,Основы предпринимательства,19,5932,09.04.01
8259,2052437,Основы предпринимательства,19,5932,09.04.01
12814,2096619,Построение и оптимизация алгоритмов,6,6811,09.04.01
10687,2096667,Обработка изображений и компьютерное зрение на основе нейронных сетей,14,6811,09.04.01
12730,2096627,Основы предпринимательства,19,6811,09.04.01
12561,2096627,Основы предпринимательства,19,6811,09.04.01
11426,2096627,Основы предпринимательства,19,6811,09.04.01
11206,2096627,Основы предпринимательства,19,6811,09.04.01
12729,2097362,Основы предпринимательства,19,6834,09.04.01
12563,2097362,Основы предпринимательства,19,6834,09.04.01
12294,2097362,Основы предпринимательства,19,6834,09.04.01
11427,2097362,Основы предпринимательства,19,6834,09.04.01
11182,2097362,Основы предпринимательства,19,6834,09.04.01
4974,2031786,Организационное поведение,42,5578,13.04.02
4918,2031787,Социальные коммуникации в профессиональной среде,42,5578,13.04.02
5174,1989794,Автоматизированное проектирование электронных средств,22,4824,11.04.03
227,1993793,История,40,4892,13.03.02
333,1993793,История,40,4892,13.03.02
332,1993793,История,40,4892,13.03.02
296,1993794,Философия,43,4892,13.03.02
255,1993794,Философия,43,4892,13.03.02
226,1993795,Правоведение,40,4892,13.03.02
287,1993796,Алгебра и геометрия,4,4892,13.03.02
219,1993796,Алгебра и геометрия,4,4892,13.03.02
220,1993797,Математический анализ,4,4892,13.03.02
251,1993798,Физика,30,4892,13.03.02
297,1993799,Химия,31,4892,13.03.02
254,1993799,Химия,31,4892,13.03.02
284,1993800,Информационные технологии,37,4892,13.03.02
276,1993800,Информационные технологии,37,4892,13.03.02
298,1993801,Теоретические основы электротехники,29,4892,13.03.02
250,1993801,Теоретические основы электротехники,29,4892,13.03.02
225,1993803,Метрология,10,4892,13.03.02
302,1993803,Метрология,10,4892,13.03.02
277,1993804,Электротехническое материаловедение,37,4892,13.03.02
278,1993805,Аналоговая электроника,37,4892,13.03.02
222,1993806,Безопасность жизнедеятельности,39,4892,13.03.02
241,1993807,Электрические машины,23,4892,13.03.02
294,1993808,Физическая культура и спорт,33,4892,13.03.02
253,1993808,Физическая культура и спорт,33,4892,13.03.02
256,1993809,Введение в специальность,37,4892,13.03.02
221,1993810,Теория вероятностей и математическая статистика,4,4892,13.03.02
231,1993811,Теоретическая механика,13,4892,13.03.02
246,1993812,Теория автоматического управления,25,4892,13.03.02
258,1993813,Компьютерная и микропроцессорная техника,37,4892,13.03.02
260,1993814,Электротехнологические установки,37,4892,13.03.02
262,1993815,Источники питания автоматизированных электротехнологических установок и систем,37,4892,13.03.02
261,1993816,Моделирование электротехнологических установок,37,4892,13.03.02
263,1993817,Проектирование электротехнологических установок,37,4892,13.03.02
264,1993822,Автоматизация конструирования электротехнологических установок,37,4892,13.03.02
265,1993823,Основы систем автоматизированного проектирования электротехнологических установок,37,4892,13.03.02
266,1993825,Физические основы электронагрева,37,4892,13.03.02
267,1993826,Высокочастотный нагрев диэлектриков,37,4892,13.03.02
268,1993828,Силовая импульсная техника,37,4892,13.03.02
269,1993829,Электронно-лучевые и лазерные установки,37,4892,13.03.02
270,1993831,Энергоаудит,37,4892,13.03.02
283,1993831,Энергоаудит,37,4892,13.03.02
271,1993832,Схемотехника систем управления электротехнологических установок,37,4892,13.03.02
272,1993834,Электротехнологии переработки промышленных и бытовых отходов,37,4892,13.03.02
273,1993835,Основы инженерной защиты окружающей среды,37,4892,13.03.02
274,1993837,Теоретические основы высокочастотной электротехники,37,4892,13.03.02
275,1993838,Индукционный нагрев,37,4892,13.03.02
279,1993841,Учебная практика (ознакомительная практика),37,4892,13.03.02
280,1993842,Производственная практика (проектная практика),37,4892,13.03.02
281,1993843,Производственная практика (преддипломная практика),37,4892,13.03.02
282,1993844,Подготовка к защите и защита выпускной квалификационной работы,37,4892,13.03.02
247,1993845,Настройка и испытание электрооборудования,25,4892,13.03.02
235,1993847,Тайм-менеджмент,19,4892,13.03.02
10122,1993848,Возобновляемая энергетика,37,4892,13.03.02
257,1993848,Возобновляемая энергетика,37,4892,13.03.02
305,1993850,Инженерная и компьютерная графика,18,4892,13.03.02
232,1993850,Инженерная и компьютерная графика,18,4892,13.03.02
289,1993851,Инженерная экология,7,4892,13.03.02
223,1993851,Инженерная экология,7,4892,13.03.02
290,1993852,Основы деловой коммуникации,8,4892,13.03.02
230,1993852,Основы деловой коммуникации,8,4892,13.03.02
248,1993853,Социология,42,4892,13.03.02
228,1993854,Культурология,40,4892,13.03.02
304,1993855,Прикладная механика,18,4892,13.03.02
233,1993855,Прикладная механика,18,4892,13.03.02
4941,1993856,Конфликтология,42,4892,13.03.02
300,1993856,Конфликтология,42,4892,13.03.02
249,1993856,Конфликтология,42,4892,13.03.02
242,1993857,Электронные и электрические аппараты,23,4892,13.03.02
237,1993859,Электрический привод,23,4892,13.03.02
234,1993861,Экономика электроэнергетики,19,4892,13.03.02
252,1993862,Элективные курсы по физической культуре и спорту,33,4892,13.03.02
224,1993864,Иностранный язык,9,4892,13.03.02
301,1993864,Иностранный язык,9,4892,13.03.02
244,1993865,Русский язык как иностранный,41,4892,13.03.02
245,1993866,Основы русскоязычной коммуникации в профессиональной сфере,41,4892,13.03.02
308,1993849,Информатика,23,4892,13.03.02
240,1993849,Информатика,23,4892,13.03.02
334,1996042,Физические методы неразрушающего контроля,34,4926,12.04.01
2481,1996055,Учебная практика (проектно-конструкторская практика),34,4926,12.04.01
2482,1996056,Производственная практика (научно-исследовательская работа),34,4926,12.04.01
2483,1996057,Производственная практика (преддипломная практика),34,4926,12.04.01
2484,1996058,Подготовка к процедуре защиты и защита выпускной квалификационной работы,34,4926,12.04.01
1754,1996058,Подготовка к процедуре защиты и защита выпускной квалификационной работы,34,4926,12.04.01
1753,1996084,Учебная практика (проектно-конструкторская практика),34,4927,12.04.01
5145,1996093,Коммерциализация результатов научных исследований и разработок,19,4928,12.04.01
4913,1996096,Социальные коммуникации в профессиональной среде,42,4928,12.04.01
2582,1996260,Лазеры в навигационных системах (Lasers in Navigation Systems),13,4933,12.04.01
2016,1996262,Производственная практика (научно-исследовательская работа) (Internship (Research Project)),13,4933,12.04.01
728,1997212,Коммерциализация результатов научных исследований и разработок,19,4950,20.04.01
173,1997217,Методы обработки измерительной информации,13,4950,20.04.01
329,1997330,Квантитативная лингвистика и компьютерные технологии,9,4953,45.04.02
4846,1998353,Социология,42,4974,11.03.04
3115,1998362,Экономика,19,4974,11.03.04
861,1998362,Экономика,19,4974,11.03.04
1715,1998369,Теоретические основы электротехники,29,4974,11.03.04
823,1998377,Управление личными финансами,19,4974,11.03.04
4847,1998485,Социология,42,4976,11.03.04
3104,1998496,Экономика организации,19,4976,11.03.04
1716,1998504,Теоретические основы электротехники,29,4976,11.03.04
